Absolute Hour,Week,Hour (Day),Hour (Week),Nurses Red Pod,Nurses Purple,Nurses iTrack,Nurses Blue Pod,Nurses Green Pod,Nurses Orange Pod,Nurses Hallway,Nurses EDOU,Nurses Floating
531,4,3,27,1,3,1,3,2,1,3,2,11
532,4,4,28,1,3,2,1,2,2,3,1,11
533,4,5,29,1,3,1,2,2,2,3,2,11
534,4,6,30,2,3,1,3,3,2,3,1,14
535,4,7,31,2,3,1,2,4,2,2,2,13
536,4,8,32,1,2,2,2,2,3,2,2,12
537,4,9,33,2,3,2,4,3,3,2,2,16
538,4,10,34,1,3,2,2,3,3,2,2,13
539,4,11,35,2,2,1,4,3,3,2,2,15
540,4,12,36,2,3,2,3,4,2,2,1,15
541,4,13,37,2,2,1,4,4,4,3,1,18
542,4,14,38,1,3,2,3,3,4,5,2,18
543,4,15,39,1,2,2,4,4,3,2,1,16
544,4,16,40,2,3,1,3,4,4,3,1,17
545,4,17,41,2,2,2,4,5,2,3,1,18
546,4,18,42,2,2,2,4,3,3,3,1,17
547,4,19,43,2,3,1,3,2,4,5,1,17
548,4,20,44,2,3,1,4,3,2,4,1,16
549,4,21,45,1,3,1,3,2,5,3,2,15
550,4,22,46,1,2,1,3,3,4,2,2,14
551,4,23,47,2,3,2,2,2,4,2,1,14
552,4,24,48,2,3,1,2,3,2,2,1,12
553,4,1,49,1,2,1,2,3,2,2,2,11
554,4,2,50,2,3,1,3,2,1,2,1,11
555,4,3,51,0,3,1,2,2,2,3,1,10
556,4,4,52,2,2,1,3,2,2,3,1,13
557,4,5,53,2,2,1,1,3,3,3,2,13
558,4,6,54,2,3,1,3,3,2,2,1,13
559,4,7,55,1,3,2,2,3,3,1,1,12
560,4,8,56,2,3,2,2,2,3,4,2,15
561,4,9,57,2,2,1,3,3,2,2,2,13
562,4,10,58,2,3,1,3,3,2,3,2,14
563,4,11,59,2,2,1,3,3,3,4,1,16
564,4,12,60,2,3,1,3,4,3,3,1,16
565,4,13,61,2,3,2,2,4,3,3,2,16
566,4,14,62,2,2,2,3,3,3,4,1,17
567,4,15,63,2,2,2,4,3,4,3,1,18
568,4,16,64,2,3,2,3,4,3,4,2,18
569,4,17,65,2,3,1,3,3,3,4,1,16
570,4,18,66,1,3,2,3,3,3,3,1,15
571,4,19,67,2,3,2,3,4,3,3,1,17
572,4,20,68,2,2,2,3,2,3,4,1,16
573,4,21,69,0,3,1,4,3,3,4,1,15
574,4,22,70,2,4,2,3,5,1,4,1,17
575,4,23,71,2,3,2,2,2,3,2,1,13
576,4,24,72,2,3,1,3,4,2,3,1,15
577,4,1,73,1,2,2,1,4,3,2,2,13
578,4,2,74,2,3,2,2,2,3,1,2,12
579,4,3,75,1,3,1,1,3,2,2,2,10
580,4,4,76,1,2,1,2,3,2,2,1,11
581,4,5,77,1,3,2,2,3,2,2,1,12
582,4,6,78,1,3,2,2,3,2,2,1,12
583,4,7,79,2,3,1,2,2,3,3,0,13
584,4,8,80,2,3,1,1,3,3,2,1,12
585,4,9,81,2,3,1,2,2,2,3,2,12
586,4,10,82,2,2,1,3,3,2,3,1,14
587,4,11,83,1,2,2,3,3,2,3,1,14
588,4,12,84,2,2,2,3,3,3,3,1,16
589,4,13,85,2,3,2,4,3,3,3,2,17
590,4,14,86,2,2,2,3,3,3,5,1,18
591,4,15,87,2,3,2,4,3,3,5,1,19
592,4,16,88,2,2,1,5,3,3,4,1,18
593,4,17,89,2,3,2,4,3,3,4,2,18
594,4,18,90,2,3,1,5,3,4,3,2,18
595,4,19,91,2,3,2,2,3,4,4,1,17
596,4,20,92,2,2,2,3,2,3,3,1,15
597,4,21,93,2,2,2,2,2,3,4,1,15
598,4,22,94,2,2,2,3,2,4,3,2,16
599,4,23,95,2,3,2,2,4,2,2,2,14
600,4,24,96,2,2,2,3,2,2,2,1,13
601,4,1,97,1,3,2,4,1,2,1,2,11
602,4,2,98,1,3,1,2,3,3,2,1,12
603,4,3,99,2,3,1,2,2,3,3,2,13
604,4,4,100,1,3,1,2,3,2,2,1,11
605,4,5,101,1,4,1,2,3,2,3,1,12
606,4,6,102,1,2,1,1,3,3,2,2,11
607,4,7,103,1,2,1,3,2,1,3,1,11
608,4,8,104,2,3,2,2,2,3,4,2,15
609,4,9,105,1,2,2,2,3,2,3,1,13
610,4,10,106,1,3,1,2,3,2,4,2,13
611,4,11,107,2,3,2,2,3,5,3,1,17
612,4,12,108,1,2,2,3,3,3,3,1,15
613,4,13,109,2,3,1,3,3,5,3,2,17
614,4,14,110,1,3,1,3,4,4,4,1,17
615,4,15,111,2,2,2,3,3,3,4,2,17
616,4,16,112,2,2,2,5,3,3,2,1,17
617,4,17,113,2,2,2,3,3,3,3,2,16
618,4,18,114,2,3,2,3,3,3,4,1,17
619,4,19,115,2,2,2,3,3,3,3,2,16
620,4,20,116,1,2,1,5,4,3,3,1,17
621,4,21,117,1,3,1,3,3,2,3,1,13
622,4,22,118,2,2,2,2,2,3,2,1,13
623,4,23,119,1,4,1,3,4,2,2,1,13
624,4,24,120,1,2,1,2,3,3,3,1,13
625,4,1,121,1,3,2,3,1,2,3,2,12
626,4,2,122,1,3,2,1,3,2,3,1,12
627,4,3,123,2,3,1,2,2,2,2,3,11
628,4,4,124,2,3,1,2,3,2,2,2,12
629,4,5,125,1,3,1,3,2,2,1,1,10
630,4,6,126,1,2,1,3,2,2,4,2,13
631,4,7,127,1,3,2,2,2,3,2,1,12
632,4,8,128,2,3,2,2,2,2,3,1,13
633,4,9,129,1,3,2,3,3,3,2,1,14
634,4,10,130,2,2,1,3,2,4,2,2,14
635,4,11,131,1,3,1,3,4,3,2,2,14
636,4,12,132,2,2,2,3,4,3,3,1,17
637,4,13,133,2,3,2,2,2,4,4,2,16
638,4,14,134,1,2,2,4,3,3,3,1,16
639,4,15,135,2,3,1,4,4,3,4,1,18
640,4,16,136,2,2,2,3,3,3,5,2,18
641,4,17,137,2,3,2,2,4,3,3,1,16
642,4,18,138,2,3,2,3,3,3,3,1,16
643,4,19,139,2,3,2,3,3,3,3,1,16
644,4,20,140,2,2,2,4,3,4,2,1,17
645,4,21,141,1,3,2,4,2,3,3,1,15
646,4,22,142,1,2,2,2,2,4,4,2,15
647,4,23,143,2,2,1,4,2,2,3,1,14
648,4,24,144,1,3,1,3,3,3,2,2,13
649,4,1,145,2,3,1,2,2,3,2,1,12
650,4,2,146,2,2,1,3,3,2,2,2,13
651,4,3,147,2,3,1,4,3,2,2,2,14
652,4,4,148,2,3,1,3,3,2,2,2,13
653,4,5,149,1,3,1,2,3,2,2,1,11
654,4,6,150,1,2,1,2,3,3,1,2,11
655,4,7,151,2,2,1,3,2,3,3,1,14
656,4,8,152,1,3,1,2,3,3,3,2,13
657,4,9,153,2,3,1,2,3,3,3,2,14
658,4,10,154,2,2,2,3,2,3,3,2,15
659,4,11,155,2,3,2,3,2,3,2,2,14
660,4,12,156,2,2,2,3,3,3,3,2,16
661,4,13,157,2,4,2,4,2,3,3,1,16
662,4,14,158,2,2,2,3,3,3,4,1,17
663,4,15,159,2,3,2,3,4,3,3,2,17
664,4,16,160,2,3,2,3,4,4,3,1,18
665,4,17,161,1,2,2,2,4,4,4,1,17
666,4,18,162,1,2,2,4,2,3,3,0,15
667,4,19,163,1,3,2,4,2,3,4,1,16
668,4,20,164,2,3,2,3,4,2,3,2,16
669,4,21,165,2,3,2,3,3,3,2,1,15
670,4,22,166,1,3,1,2,2,4,4,2,14
671,4,23,167,2,3,2,2,3,3,2,1,14
672,4,24,168,2,2,1,4,4,2,2,1,15
673,5,1,1,1,3,1,2,2,2,4,1,12
674,5,2,2,2,3,1,1,4,1,2,1,11
675,5,3,3,1,2,1,2,2,2,2,1,10
676,5,4,4,1,3,1,2,3,2,1,1,10
677,5,5,5,1,3,1,3,3,2,1,2,11
678,5,6,6,2,3,1,2,1,3,2,2,11
679,5,7,7,2,3,1,2,3,2,3,1,13
680,5,8,8,2,2,1,2,3,2,4,2,14
681,5,9,9,1,3,1,4,2,2,2,1,12
682,5,10,10,1,3,1,2,3,3,4,2,14
683,5,11,11,2,2,2,4,3,3,3,2,17
684,5,12,12,2,2,2,5,2,2,2,1,15
685,5,13,13,1,2,1,3,3,4,5,2,17
686,5,14,14,2,3,2,3,2,3,3,1,15
687,5,15,15,2,3,2,3,3,3,4,2,17
688,5,16,16,2,3,2,4,3,4,2,1,17
689,5,17,17,2,3,2,3,3,3,3,2,16
690,5,18,18,2,3,2,3,4,4,3,1,18
691,5,19,19,1,3,2,3,3,5,3,1,17
692,5,20,20,2,3,2,4,3,2,3,1,16
693,5,21,21,1,3,2,2,4,2,4,1,15
694,5,22,22,2,3,2,3,3,3,3,2,16
695,5,23,23,2,2,1,2,2,2,3,1,12
696,5,24,24,2,2,1,2,3,4,2,1,14
697,5,1,25,2,2,1,3,3,2,2,2,13
698,5,2,26,1,3,1,2,1,3,2,1,10
699,5,3,27,0,2,1,3,1,3,3,1,11
700,5,4,28,1,3,2,3,2,2,1,2,11
701,5,5,29,2,2,1,2,3,1,3,2,12
702,5,6,30,1,2,1,2,2,3,2,1,11
703,5,7,31,1,3,2,2,2,3,2,1,12
704,5,8,32,1,3,1,3,3,3,2,1,13
705,5,9,33,1,3,1,3,3,3,3,1,14
706,5,10,34,2,3,1,3,3,3,3,1,15
707,5,11,35,2,3,2,4,2,4,2,2,16
708,5,12,36,1,3,2,3,3,2,4,1,15
709,5,13,37,2,3,2,3,4,3,2,2,16
710,5,14,38,2,3,1,3,2,4,3,1,15
711,5,15,39,2,3,1,4,4,2,4,2,17
712,5,16,40,2,3,2,5,2,4,3,1,18
713,5,17,41,2,3,1,3,4,4,2,2,16
714,5,18,42,1,2,2,3,5,4,4,2,19
715,5,19,43,2,2,2,3,3,2,3,2,15
716,5,20,44,1,3,1,3,3,3,3,1,14
717,5,21,45,1,2,2,4,3,3,3,1,16
718,5,22,46,1,2,1,3,3,2,4,1,14
719,5,23,47,1,2,1,3,2,3,4,1,14
720,5,24,48,1,2,1,3,2,3,3,1,13
721,5,1,49,2,2,1,2,2,2,3,1,12
722,5,2,50,2,2,1,2,2,3,2,1,12
723,5,3,51,2,2,1,2,2,3,3,2,13
724,5,4,52,1,3,1,2,2,2,2,1,10
725,5,5,53,1,2,2,1,1,2,2,1,9
726,5,6,54,2,2,2,2,2,3,3,1,14
727,5,7,55,2,3,2,3,2,2,1,1,12
728,5,8,56,2,2,1,3,2,3,3,2,14
729,5,9,57,2,3,1,3,3,3,2,2,14
730,5,10,58,2,3,1,2,2,3,4,1,14
731,5,11,59,2,3,1,3,4,3,2,2,15
732,5,12,60,2,2,2,3,3,2,4,2,16
733,5,13,61,2,2,2,4,3,3,3,1,17
734,5,14,62,1,2,2,4,3,3,4,1,17
735,5,15,63,2,3,2,3,2,4,3,1,16
736,5,16,64,2,3,1,4,3,4,4,1,18
737,5,17,65,2,2,1,4,3,4,3,1,17
738,5,18,66,2,3,2,3,3,4,3,1,17
739,5,19,67,2,3,2,3,4,3,4,1,18
740,5,20,68,2,3,2,2,4,4,3,2,17
741,5,21,69,2,2,1,2,3,3,4,1,15
742,5,22,70,2,3,1,3,4,3,3,1,16
743,5,23,71,0,2,2,2,3,2,4,1,13
744,5,24,72,1,2,1,2,2,4,3,2,13
745,5,1,73,1,3,2,3,2,2,2,1,12
746,5,2,74,1,3,2,2,2,2,2,1,11
747,5,3,75,2,3,1,3,1,2,3,2,12
748,5,4,76,2,2,1,2,2,2,3,2,12
749,5,5,77,0,2,1,2,2,1,2,1,8
750,5,6,78,2,3,2,2,3,2,2,1,13
751,5,7,79,2,3,1,2,2,3,3,2,13
752,5,8,80,1,3,1,3,2,2,3,2,12
753,5,9,81,2,2,2,3,3,4,2,2,16
754,5,10,82,2,3,2,3,2,4,2,1,15
755,5,11,83,2,3,1,2,3,4,4,1,16
756,5,12,84,1,2,2,4,3,3,3,1,16
757,5,13,85,1,3,2,2,3,4,4,2,16
758,5,14,86,2,2,2,4,2,3,4,2,17
759,5,15,87,2,3,2,3,3,3,5,2,18
760,5,16,88,2,2,2,3,5,3,3,2,18
761,5,17,89,2,3,2,3,5,3,3,1,18
762,5,18,90,2,2,2,4,2,3,5,1,18
763,5,19,91,2,3,1,3,5,4,3,1,18
764,5,20,92,2,3,2,3,3,4,3,1,17
765,5,21,93,2,2,1,2,3,4,3,1,15
766,5,22,94,2,3,1,3,3,3,3,2,15
767,5,23,95,1,3,1,4,4,2,2,1,14
768,5,24,96,1,2,1,3,2,3,2,1,12
769,5,1,97,1,3,1,2,3,3,2,1,12
770,5,2,98,1,2,2,2,2,2,2,2,11
771,5,3,99,2,3,1,2,1,3,2,1,11
772,5,4,100,0,3,1,2,2,4,2,1,11
773,5,5,101,1,3,2,3,2,2,2,2,12
774,5,6,102,2,2,1,2,3,2,3,2,13
775,5,7,103,2,3,1,2,3,3,2,1,13
776,5,8,104,2,3,1,2,3,2,3,1,13
777,5,9,105,2,3,1,2,3,3,2,2,13
778,5,10,106,2,3,1,3,3,1,3,1,13
779,5,11,107,2,3,1,5,3,2,4,2,17
780,5,12,108,2,3,2,4,4,2,3,2,17
781,5,13,109,2,3,2,3,4,2,3,2,16
782,5,14,110,2,3,2,3,4,4,3,2,18
783,5,15,111,2,3,2,3,4,3,4,1,18
784,5,16,112,1,3,2,2,3,4,4,1,16
785,5,17,113,1,2,2,4,4,3,4,2,18
786,5,18,114,0,2,2,3,4,3,4,2,16
787,5,19,115,2,2,2,4,4,3,2,2,17
788,5,20,116,2,2,2,3,3,3,3,1,16
789,5,21,117,2,3,2,3,2,3,3,2,15
790,5,22,118,2,2,1,3,3,3,3,1,15
791,5,23,119,2,2,2,2,2,3,2,2,13
792,5,24,120,2,3,1,3,3,3,1,1,13
793,5,1,121,2,2,1,3,2,3,2,1,13
794,5,2,122,2,2,1,2,2,3,3,1,13
795,5,3,123,1,2,1,3,1,2,3,1,11
796,5,4,124,2,2,1,3,1,2,3,2,12
797,5,5,125,2,3,1,2,3,2,2,2,12
798,5,6,126,1,3,1,2,2,3,3,1,12
799,5,7,127,2,2,2,2,3,3,1,1,13
800,5,8,128,1,3,1,2,2,2,3,2,11
801,5,9,129,2,2,2,2,2,3,3,1,14
802,5,10,130,2,2,2,2,2,3,4,1,15
803,5,11,131,2,3,2,3,3,3,3,1,16
804,5,12,132,0,2,2,3,3,2,4,1,14
805,5,13,133,2,3,2,2,4,4,4,2,18
806,5,14,134,2,3,2,3,2,4,4,1,17
807,5,15,135,1,2,1,4,3,3,5,2,17
808,5,16,136,1,2,2,3,4,4,3,1,17
809,5,17,137,2,3,2,3,3,3,3,1,16
810,5,18,138,2,2,1,3,4,4,3,2,17
811,5,19,139,2,3,2,2,4,3,3,2,16
812,5,20,140,2,3,2,3,3,2,4,1,16
813,5,21,141,2,3,2,2,4,4,2,2,16
814,5,22,142,1,2,1,3,3,3,3,1,14
815,5,23,143,1,3,2,3,2,2,2,2,12
816,5,24,144,2,3,1,2,2,2,2,1,11
817,5,1,145,1,3,1,3,2,3,2,2,12
818,5,2,146,1,3,1,4,1,2,3,1,12
819,5,3,147,1,3,1,2,3,2,2,1,11
820,5,4,148,2,2,1,2,2,3,2,2,12
821,5,5,149,1,2,1,2,2,2,2,2,10
822,5,6,150,0,3,2,2,3,3,2,1,12
823,5,7,151,1,3,1,2,3,2,1,1,10
824,5,8,152,1,2,2,3,2,2,3,1,13
825,5,9,153,1,2,1,3,3,2,2,1,12
826,5,10,154,2,3,2,2,2,3,2,1,13
827,5,11,155,2,3,1,3,3,4,2,2,15
828,5,12,156,2,2,1,4,2,3,4,1,16
829,5,13,157,1,3,1,5,2,5,4,1,18
830,5,14,158,2,3,2,3,4,4,4,2,19
831,5,15,159,2,2,2,3,4,3,4,2,18
832,5,16,160,1,2,2,4,4,3,4,1,18
833,5,17,161,2,3,1,3,3,3,5,1,17
834,5,18,162,2,2,2,3,3,4,3,2,17
835,5,19,163,2,3,2,3,4,4,3,2,18
836,5,20,164,2,3,2,3,3,3,3,1,16
837,5,21,165,2,2,2,2,3,3,3,1,15
838,5,22,166,1,2,2,3,3,2,3,2,14
839,5,23,167,2,2,2,3,3,2,2,1,14
840,5,24,168,2,3,1,3,3,3,3,2,15
841,6,1,1,2,2,1,3,2,3,3,2,14
842,6,2,2,2,2,2,3,2,2,2,2,13
843,6,3,3,1,3,1,2,3,1,3,2,11
844,6,4,4,2,2,2,2,2,2,2,1,12
845,6,5,5,1,2,1,3,2,2,3,1,12
846,6,6,6,1,2,1,2,2,3,2,2,11
847,6,7,7,2,2,1,2,2,3,1,2,11
848,6,8,8,1,3,1,3,2,4,1,1,12
849,6,9,9,1,3,1,3,3,3,3,1,14
850,6,10,10,2,2,1,4,3,3,4,1,17
851,6,11,11,1,3,2,2,3,3,4,2,15
852,6,12,12,2,2,2,2,4,3,4,2,17
853,6,13,13,2,2,2,5,2,2,3,1,16
854,6,14,14,1,2,2,3,4,2,4,1,16
855,6,15,15,2,2,2,3,2,5,4,2,18
856,6,16,16,2,2,2,3,5,3,3,1,18
857,6,17,17,2,3,2,4,3,4,4,1,19
858,6,18,18,2,3,2,2,3,4,4,2,17
859,6,19,19,1,3,1,4,4,2,3,2,15
860,6,20,20,2,3,3,2,2,3,4,1,16
861,6,21,21,1,2,2,2,4,3,3,1,15
862,6,22,22,1,2,1,3,2,3,3,1,13
863,6,23,23,1,3,1,3,2,2,3,1,12
864,6,24,24,1,3,2,3,2,2,3,1,13
865,6,1,25,2,3,1,4,2,2,2,1,13
866,6,2,26,2,2,1,2,2,1,3,1,11
867,6,3,27,2,3,1,2,2,2,2,1,11
868,6,4,28,1,2,2,1,2,3,2,1,11
869,6,5,29,2,2,1,3,3,2,2,2,13
870,6,6,30,2,3,1,3,2,2,3,2,13
871,6,7,31,1,2,1,2,2,3,2,2,11
872,6,8,32,0,2,1,2,3,2,4,2,12
873,6,9,33,2,3,1,4,3,2,2,2,14
874,6,10,34,0,2,2,3,4,3,2,2,14
875,6,11,35,2,3,2,2,3,3,3,1,15
876,6,12,36,2,3,1,3,3,4,5,1,18
877,6,13,37,2,3,2,3,4,3,3,1,17
878,6,14,38,2,2,2,3,4,3,3,2,17
879,6,15,39,2,2,2,2,3,3,5,2,17
880,6,16,40,2,2,2,2,5,3,3,2,17
881,6,17,41,2,3,2,4,4,4,3,2,19
882,6,18,42,1,3,2,3,3,4,5,1,18
883,6,19,43,2,2,1,3,4,2,4,1,16
884,6,20,44,2,3,2,2,3,3,5,2,17
885,6,21,45,2,2,2,2,3,4,2,1,15
886,6,22,46,2,3,1,3,4,3,2,1,15
887,6,23,47,2,3,2,3,2,3,2,2,14
888,6,24,48,2,2,1,3,3,4,2,2,15
889,6,1,49,0,3,1,2,2,2,2,2,9
890,6,2,50,1,3,2,2,3,1,2,2,11
891,6,3,51,1,3,1,2,3,3,2,1,12
892,6,4,52,2,2,1,2,2,3,2,1,12
893,6,5,53,1,3,1,2,3,4,2,1,13
894,6,6,54,2,2,1,3,3,2,2,2,13
895,6,7,55,1,2,1,2,2,3,3,1,12
896,6,8,56,2,3,1,3,2,3,3,1,14
897,6,9,57,2,2,2,2,2,3,3,2,14
898,6,10,58,1,2,2,2,2,3,3,1,13
899,6,11,59,1,2,2,4,2,4,3,2,16
900,6,12,60,1,2,2,3,3,3,4,1,16
901,6,13,61,1,3,1,4,2,4,3,1,15
902,6,14,62,2,3,2,4,2,3,3,2,16
903,6,15,63,2,3,1,3,5,4,4,1,19
904,6,16,64,1,3,2,3,3,3,4,2,16
905,6,17,65,2,3,2,4,3,4,3,2,18
906,6,18,66,2,2,2,3,4,3,4,2,18
907,6,19,67,2,3,2,3,4,5,3,1,19
908,6,20,68,1,3,2,3,3,3,4,1,16
909,6,21,69,2,3,1,2,4,2,4,2,15
910,6,22,70,2,3,2,3,3,3,3,1,16
911,6,23,71,1,3,1,3,3,3,3,2,14
912,6,24,72,1,3,1,3,2,2,2,2,11
913,6,1,73,1,2,2,3,2,3,3,2,14
914,6,2,74,1,2,1,3,2,3,2,1,12
915,6,3,75,0,2,1,1,3,3,2,1,10
916,6,4,76,1,3,1,2,3,2,3,1,12
917,6,5,77,2,3,1,2,2,3,2,1,12
918,6,6,78,2,2,1,3,3,3,3,2,15
919,6,7,79,2,3,2,2,2,2,2,1,12
920,6,8,80,2,3,2,3,2,2,2,2,13
921,6,9,81,2,3,2,2,4,2,3,1,15
922,6,10,82,2,3,2,2,3,2,2,1,13
923,6,11,83,1,3,2,4,2,4,2,2,15
924,6,12,84,1,2,2,3,3,4,2,2,15
925,6,13,85,1,3,2,3,4,4,3,1,17
926,6,14,86,2,2,2,4,3,4,3,1,18
927,6,15,87,1,3,2,4,4,4,2,1,17
928,6,16,88,1,2,1,4,3,5,4,1,18
929,6,17,89,2,2,2,3,3,4,3,2,17
930,6,18,90,2,2,2,2,2,3,4,1,15
931,6,19,91,2,2,2,3,2,4,3,1,16
932,6,20,92,1,3,2,2,3,3,4,2,15
933,6,21,93,0,2,1,4,4,2,3,2,14
934,6,22,94,1,3,2,3,4,3,3,2,16
935,6,23,95,2,3,1,2,2,3,4,1,14
936,6,24,96,2,2,2,2,3,4,1,1,14
937,6,1,97,2,3,1,3,2,2,2,2,12
938,6,2,98,2,3,1,2,2,3,2,1,12
939,6,3,99,1,3,2,3,2,2,2,1,12
940,6,4,100,1,3,1,3,3,3,2,1,13
941,6,5,101,1,2,1,3,1,2,4,2,12
942,6,6,102,1,3,1,2,3,3,2,2,12
943,6,7,103,1,4,2,3,2,2,3,2,13
944,6,8,104,2,3,2,2,2,3,2,1,13
945,6,9,105,2,2,1,3,4,3,2,1,15
946,6,10,106,2,3,1,3,3,2,4,1,15
947,6,11,107,1,3,2,3,3,3,3,2,15
948,6,12,108,1,2,2,3,3,2,4,1,15
949,6,13,109,1,3,2,6,2,3,2,2,16
950,6,14,110,2,3,2,5,4,1,3,1,17
951,6,15,111,1,3,2,3,4,4,3,2,17
952,6,16,112,2,3,2,2,3,5,4,1,18
953,6,17,113,2,3,1,4,4,3,3,1,17
954,6,18,114,0,3,2,3,4,3,3,1,15
955,6,19,115,1,3,2,4,3,4,3,1,17
956,6,20,116,1,2,2,2,3,4,2,2,14
957,6,21,117,2,3,2,3,4,2,3,1,16
958,6,22,118,2,3,1,3,4,2,3,1,15
959,6,23,119,2,3,1,3,3,2,2,1,13
960,6,24,120,2,2,1,2,3,3,2,1,13
961,6,1,121,2,3,1,2,2,3,3,2,13
962,6,2,122,1,3,2,2,2,3,2,1,12
963,6,3,123,2,3,1,2,3,2,3,2,13
964,6,4,124,1,3,1,3,2,2,2,2,11
965,6,5,125,2,2,1,2,2,2,2,2,11
966,6,6,126,0,3,1,3,3,2,2,2,11
967,6,7,127,1,3,1,3,3,2,2,1,12
968,6,8,128,2,3,1,3,2,3,2,2,13
969,6,9,129,1,2,1,3,2,3,4,1,14
970,6,10,130,1,3,2,3,3,2,3,1,14
971,6,11,131,1,2,2,2,4,2,3,2,14
972,6,12,132,1,2,1,3,3,4,3,1,15
973,6,13,133,1,2,1,4,3,3,3,1,15
974,6,14,134,1,3,2,3,4,3,4,1,17
975,6,15,135,2,3,2,5,5,2,3,1,19
976,6,16,136,2,3,2,4,3,4,3,1,18
977,6,17,137,1,3,2,4,3,4,4,2,18
978,6,18,138,1,2,2,5,3,3,3,2,17
979,6,19,139,2,3,2,3,4,4,4,1,19
980,6,20,140,2,2,1,3,3,3,3,1,15
981,6,21,141,1,3,2,3,4,2,3,1,15
982,6,22,142,1,3,2,3,2,3,4,1,15
983,6,23,143,1,3,2,2,4,3,2,2,14
984,6,24,144,2,2,1,2,3,3,3,2,14
985,6,1,145,1,3,1,3,2,3,2,2,12
986,6,2,146,2,3,1,2,2,3,2,2,12
987,6,3,147,1,2,1,4,2,1,3,2,12
988,6,4,148,1,2,1,3,2,2,2,2,11
989,6,5,149,1,2,1,2,4,2,2,1,12
990,6,6,150,2,3,2,3,2,2,1,2,12
991,6,7,151,2,2,2,2,2,2,3,1,13
992,6,8,152,2,2,2,3,2,2,2,1,13
993,6,9,153,2,2,1,3,3,2,2,2,13
994,6,10,154,2,3,2,2,4,2,2,1,14
995,6,11,155,1,2,1,3,2,4,3,2,14
996,6,12,156,2,3,2,4,2,3,3,1,16
997,6,13,157,2,2,1,3,4,3,3,1,16
998,6,14,158,2,4,2,3,3,3,3,1,16
999,6,15,159,2,2,2,3,4,3,3,1,17
1000,6,16,160,2,3,2,3,2,4,4,2,17
1001,6,17,161,2,2,2,4,2,5,3,2,18
1002,6,18,162,2,3,2,3,4,3,3,2,17
1003,6,19,163,2,3,2,4,5,3,3,1,19
1004,6,20,164,1,3,1,4,4,4,3,1,17
1005,6,21,165,1,2,1,3,3,3,3,1,14
1006,6,22,166,2,4,1,5,3,2,3,1,16
1007,6,23,167,1,3,1,3,3,3,2,2,13
1008,6,24,168,0,3,1,3,3,3,2,2,12
